,소재지,매물특징,계약/전용면적,해당층/총층,입주가능일,융자금,방향,현재업종,추천업종,주차가능여부,총주차대수,난방(방식/연료),용도지역,건축물 용도,주구조,사용승인일,매물번호,매물설명,중개사,중개보수,제목,가격,위도,경도,대지면적,현재용도,추천용도,국토이용,도시계획,건축허가,토지거래허가구역,진입도로,취득세,월관리비,권리금,총사무실수,대지/연면적,건축/전용면적,지상층/지하층,용적률/건폐율,기보증금/월세,총점포수,사용전력,준공인가일
10,,,,,,,,,,,,,,,,,,,,,대형사무실9층,"월세7,200/263",35.1576337,126.8845718,,,,,,,,,,,,,,,,,,,,
11,광주시 서구 농성동,l 무권리 l 교직원공제회관 l 중소형사무실 l 냉난방시설완비 l,228㎡/109㎡(전용률48%),B1/14층,즉시입주,,서향(주된 출입구 기준),,,가능,352대,-/-,,업무시설,,1996.06.26,2518454028,"🔷상가전문 양지공인중개사사무소🔷
대표 공인중개사 김형진 📞 010-9601-9250

✅ 전용면적 : 109㎡ (해당층 총면적 3,475.29㎡ 중 일부 109㎡)
✅ 임대조건 : 보증금 2,070만원 / 월차임 126만원
✅ 관리비 : 약 138만원 (전기/수도/광열비/청소 포함)
✅ 권리금 : 무권리
✅ 방갯수/욕실수 : 0 / 2 (복도공용)
✅ 매물특징 : l 무권리 l 교직원공제회관 l 중소형사무실 l 냉난방시설완비 l 전세권 설정가능 l

☑️ 건축물 주용도 : 업무, 근생, 운동, 문화및집회시설
☑️ 해당층 용도 : 주차장, 업무시설 (사무소), 2종근생 (일반음식점)
☑️ 위반건축물/미등기건물 유무 : 해당없음

※ 해당내용은 건축물대장과 의뢰인 설명에 의해 작성되었으며 실제 현황과 일부 차이가 있을 수 있습니다
(해당면적은 해당층 임차인간의 필요에 의해 임의분할 되어 사용 중)

──────────────────

🔎 상가 매매/임대 최다보유 부동산입니다
🔎 매물번호 말씀하시면 빠른 상담 가능합니다
🔎 광고에 없는 알짜매물을 보유하고 있습니다
🔎 고객의 입장에서 성실히 협의하겠습니다
🔎 안전한 거래를 위해 책임중개하겠습니다

──────────────────

📞 010-9601-9250 [양지공인중개사사무소]
찾으시는 조건의 매물 함께 안내해 드립니다

블로그 : blog.naver.com/hangjin35
홈페이지 : www.양지부동산.com","양지공인중개사사무소
대표김형진등록번호
소재지
광주광역시 서구 상무대로868번길 28 , 1층
전화010-9601-9250",최대 132만 300원(VAT 별도),중소형사무실B1층,"월세2,070/126",35.1576337,126.8845718,,,,,,,,,,138만원,,-,,,,,,,,
12,광주시 서구 농성동,l 교직원공제회관 l 대형사무실 적합 l 냉난방시설 완비 l 교통편리,532㎡/254㎡(전용률48%),11/14층,즉시입주,,서향(주된 출입구 기준),,,가능,352대,-/-,,업무시설,,1996.06.26,2518070968,"🔷상가전문 양지공인중개사사무소🔷
대표 공인중개사 김형진 📞 010-9601-9250

✅ 전용면적 : 254㎡ (해당층 총면적 893.02㎡ 중 일부 254㎡)
✅ 임대조건 : 보증금 8,050만원 / 월차임 294만원
✅ 관리비 : 약 322만원 (전기/수도/광열비/청소 포함)
✅ 권리금 : 무권리
✅ 화장실갯수 : 2개 (복도공용)
✅ 매물특징 : l 교직원공제회관 l 대형사무실 적합 l 냉난방시설 완비 l 교통편리 l 전세권 설정가능 l

☑️ 건축물 주용도 : 업무, 근생, 운동, 문화및집회시설
☑️ 해당층 용도 : 업무시설 (사무소)
☑️ 위반건축물/미등기건물 유무 : 해당없음

※ 해당내용은 건축물대장과 의뢰인 설명에 의해 작성되었으며 실제 현황과 일부 차이가 있을 수 있습니다
(해당면적은 해당층 임차인간의 필요에 의해 임의분할 되어 사용 중)

──────────────────

🔎 상가 매매/임대 최다보유 부동산입니다
🔎 매물번호 말씀하시면 빠른 상담 가능합니다
🔎 광고에 없는 알짜매물을 보유하고 있습니다
🔎 고객의 입장에서 성실히 협의하겠습니다
🔎 안전한 거래를 위해 책임중개하겠습니다

──────────────────

📞 010-9601-9250 [양지공인중개사사무소]
찾으시는 조건의 매물 함께 안내해 드립니다

블로그 : blog.naver.com/hangjin35
홈페이지 : www.양지부동산.com","양지공인중개사사무소
대표김형진등록번호
소재지
광주광역시 서구 상무대로868번길 28 , 1층
전화010-9601-9250",최대 337만 500원(VAT 별도),대형사무실11층,"월세8,050/294",35.1576337,126.8845718,,,,,,,,,,322만원,,-,,,,,,,,
13,광주시 서구 농성동,농성동 건물매매,,,즉시입주,,북서향(주된 출입구 기준),,,,2대,-/-,-,의료시설,-,1986.06.30,2517342975,"신세계백화점 인근
사옥/일반상가/재건축용 추천
터미널, 전남방직 등 주변 호재있음
자세한 내용은 전화문의 부탁드립니다.
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29170-2025-00013
입주가능일 :즉시입주
방향기준 :주출입구
방수 : 0개 욕실수 : 0개
건축물용도 :의료시설
사용승인일 :19860630","와우공인중개사사무소
대표임정혁등록번호
소재지
광주광역시 북구 운암동 930-15
전화010-7174-7803","최대 4,950만원(VAT 별도)",기타B2~5층,"매매55억(5,443만원/3.3㎡)",35.1576995,126.8853443,,-,-,,,,,,"약 2억 5,300만원",-,,,334㎡/1447.24㎡,-㎡/-㎡,5/B2층,433.3/-%,-/-,-,-,
14,광주시 서구 농성동,현프랜차이즈 양도양수 매출공개가 시비권있음 타업종가능,94.85㎡/73.17㎡(전용률77%),1/2층,즉시입주,시세 대비 30% 미만,동향(주된 출입구 기준),-,-,불가능,-,개별난방/도시가스,-,제2종 근린생활시설,-,2022.02.21,2517605233,"✨아우라공인중개사사무소


🔎 매물정보

✳ 매물위치 : 광주광역시 서구 농성동 중해마루힐 주상복합
✳ 총층/해당층 : 2층/1층
✳ 전용면적 : 약 73.16m2

✳ 보증금 : 2000만원
✳ 월차임 : 150만원 (부가세별도)
✳ 관리비 : 약 10만원 + 실사용에따른부과

✳ 주차가능대수 : 건축물대장상 0대 -> 283대 지하주차장이용가능 -3시간무료 
✳ 방수 : 0
✳ 화장실 : 2

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

🔎 매물특징

🔰 광천중해마루힐 주상복합 프랜차이즈 - 독점상권 직장인다수
🔰 주변 상권, 편의시설 등 도보 5분 거리 위치
🔰 전지역 매물 보유중, 문의 주세요

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

✔ 실제 확인된 매물이며 허위광고❌ 일체 하지않습니다
✔ 의뢰인의 조건에 맞춰 최상의 매물을 찾아드립니다
✔ 의뢰인의 조건에 맞춰 최대한 협의해드리겠습니다
✔ 다양한 데이터를 통해 의뢰인의 시간을 절약해드리겠습니다

부동산은 타이밍입니다
의뢰인의 최선의 선택을 할 수 있도록
아우라공인중개사사무소가 함께 하겠습니다","아우라공인중개사사무소길찾기
대표노윤경등록번호
소재지
광주광역시 광산구 도천동 274-1 1동201호
전화062-956-0077,010-2827-9750
최근 3개월 집주인확인 41건
매매12전세1월세146단기0",최대 153만원(VAT 별도),단지내상가1층,"월세2,000/150",35.1586162,126.885634,,,,,,,,,,10만원,,,,,,,,,,
15,광주시 서구 농성동,MarKet.교직원공제회 부근 아파트 단지상가 내 위치. 시권 있음.,94.86㎡/73.17㎡(전용률77%),1/2층,즉시입주,,남동향(주된 출입구 기준),카페/호프,호프 카페 식당 분식 등,가능,283대,-/-,-,제2종 근린생활시설,-,2022.02.21,2517575904,"🔷 MarKet. 광주부동산마켓 🔷
▫광주 전지역 상가 매매/임대 전문 부동산

🟩 네이버 검색창 ”광주부동산마켓” 검색
▫공인중개사 강형득
📞 010-8613-7745
——
📌 매물정보
🟨【 위 치 】 : 중해마루힐 단지상가
🟨【 보증금 】 : 2000만원
🟨【 월차임 】 : 150만원
🟨【 관리비 】 : 공용15만원(상가관리규약에 따름) 
🟨【 권 리 】 : 있음(유선문의)
🟨【 면 적 】 : 73.17㎡ (구. 22평)
🟨【 층 수 】 : 1층
🟨【 화장실 】 : 1개
🟨위반건축물 등재여부 : 해당사항 없음

📌 매물특징
✅교직원공제회 부근 단지상가 
✅내부 인테리어 깔끔
✅시권 조정 가능

📌 건축물용도
▫건축물 주용도 : 2종근린생활시설
▫해당층 용도 : 일반음식점


부동산표시광고에 기재된 전용면적은 의뢰인의 고지 및 설명에 의해 작성

——
🟡【 정직 】 - 현장 답사 100% 실매물 정보 제공
🟡【 신뢰 】 - 계약 이후 지속적인 관리
🟡【 조율 】 - 금액 / 세부사항 등 고객입장에서 적극 협의
🟡【 순발력 】 - 빠르고 신속한 응대
🟡【 상가 전문 】 - 상가매매/임대 최다보유/상가 전문 부동산
——

🔷 공인중개사 강형득
📞 010-8613-7745
📌 매물번호로 문의주시면 빠른 상담가능합니다.
📌 고객님의 니즈에 맞춤 매물 안내드리겠습니다.
📌 의뢰인 요청으로 광고에 없는 매물 다수 보유
🟩 네이버 검색창 ”부동산마켓” 검색 🟩","광주부동산마켓부동산중개
대표강형득등록번호
소재지
광주광역시 북구 용봉동 159-10
전화010-8613-7745,010-8613-7745",최대 153만원(VAT 별도),단지내상가1층,"월세2,000/150",35.1586162,126.885634,,,,,,,,,,,,,,,,,,,,
16,광주시 서구 농성동,l현성업중 치킨프렌차이즈l 사정상급임대 권리금매우저렴,84.26㎡/72.32㎡(전용률86%),1/27층,즉시입주,,남동향(주된 출입구 기준),-,-,가능,283대,개별난방/-,-,제1종 근린생활시설,-,2022.02.21,2515567668,"[ 골드클래스공인중개사 매매,임대전문 ]
━━━━━━━━━━━━━━━━━━
🔻 물건 상세 내용 🔻

🔽 l현성업중 치킨프렌차이즈l  🔽

✅ 면적 : 단지상가1층 전용면적 약72.32㎡ (약22평)

✅ 조건 : 보 3000만원 / 월 170만원(VAT별도) / 관리비별도

✅ 시비권 : 있음(자세한사항문의) 권리금매우저렴 사정상급임대

✅ 입점날짜 : 즉시입주 및 협의가능

✅ 추천업종 : 현프렌차이즈운영중 사정상임대. 

✅ 기타내용
- 유동인구 및 광고효과 좋음

━━━━━━━━━━━━━━━━━━
▶광주전지역 물건접수 및 상담문의
▶고객의 입장에서 최대한 조건협의해 보겠습니다.

[ 골드클래스부동산 대표 김대권 010-4135-8090 ]
━━━━━━━━━━━━━━━━━━","골드클래스공인중개사사무소길찾기
대표김대권등록번호
소재지
광주광역시 서구 죽봉대로 17 상가103시동 106호(화정동, 광주 화정동 골드클래스 주상복합)
전화010-4135-8090,010-4135-8090
최근 3개월 집주인확인 87건
매매35전세8월세88단기0",최대 180만원(VAT 별도),단지내상가 광천 중해마루힐 주상복합 상가동1층,"월세3,000/170",35.1586162,126.885634,,,,,,,,,,15만원,,,,,,,,,,
17,광주시 서구 농성동,l 교원공제사거리 인근 l 소형점포 및 사무실가능,18.46㎡/18.46㎡(전용률100%),1/2층,즉시입주,,서향(주된 출입구 기준),-,(선택)안함,불가능,-,개별난방/-,-,제1종 근린생활시설,-,1978.10.30,2517852936,"[ 골드클래스공인중개사 매매,임대전문 ]
━━━━━━━━━━━━━━━━━━
?? 물건 상세 내용 ??

??l 교원공제사거리 인근 l 소형점포 및 사무실가능??

? 면적 :전용18.46㎡ (약5.6평)

? 건축물대장상용도 : 이용원

- 내부철거됨
- 내부화장실

? 입점날짜 : 즉시입주 및 협의가능.

? 추천업종 : 소형점포 및 사무실 추천


?지하철, 신세계, 이마트, 병의원, 관공서, 오피스 밀집지역

━━━━━━━━━━━━━━━━━━
▶광주전지역 물건접수 및 상담문의
▶고객의 입장에서 최대한 조건협의해 보겠습니다.

[ 골드클래스부동산 대표 김대권 010-4135-8090 ]
━━━━━━━━━━━━━━━━━━
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29140-2023-00085
입주가능일 :즉시입주
방향기준 :주출입문
방수 : 1개 욕실수 : 1개
건축물용도 :제1종 근린생활시설
사용승인일 :19781030","골드클래스공인중개사사무소길찾기
대표김대권등록번호
소재지
광주광역시 서구 화정동 1709 상가103시동 106호(화정동)
전화010-4135-8090,010-4135-8090
최근 3개월 집주인확인 87건
매매35전세8월세88단기0","최대 23만 4,000원(VAT 별도)",일반상가1층,월세500/30,35.1565417,126.8845503,,,,,,,,,,,,,,,,,,,,
18,광주시 서구 농성동,l 교원공제사거리 인근 l 소형창고,,,즉시입주,,남향(주된 출입구 기준),,,,-,-/-,-,제2종 근린생활시설,-,1983.11.17,2517853050,"[ 골드클래스공인중개사 매매,임대전문 ]
━━━━━━━━━━━━━━━━━━
?? 물건 상세 내용 ??

??l 교원공제사거리 인근 l 소형창고??

? 면적 :전용15㎡ (약4.5평)

? 상하방으로 활용되었으나 창고로 쓰실분


? 입점날짜 : 즉시입주 및 협의가능.

? 추천업종 : 소형창고

? 주차장은 별도 없음 .

?도로접하여 잠시 주.정차 가능함

?지하철, 신세계, 이마트, 병의원, 관공서, 오피스 밀집지역


━━━━━━━━━━━━━━━━━━
▶광주전지역 물건접수 및 상담문의
▶고객의 입장에서 최대한 조건협의해 보겠습니다.

[ 골드클래스부동산 대표 김대권 010-4135-8090 ]
━━━━━━━━━━━━━━━━━━
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29140-2023-00085
입주가능일 :즉시입주
방향기준 :주출입문
방수 : 1개 욕실수 : 0개
건축물용도 :제2종 근린생활시설
사용승인일 :19831117","골드클래스공인중개사사무소길찾기
대표김대권등록번호
소재지
광주광역시 서구 화정동 1709 상가103시동 106호(화정동)
전화010-4135-8090,010-4135-8090
최근 3개월 집주인확인 87건
매매35전세8월세88단기0","최대 15만 3,000원(VAT 별도)",창고1층,월세300/20,35.1565417,126.8845503,,-,-,,,,,,,,,,168㎡/190.88㎡,99.58㎡/15㎡,1/-층,113.6/59.3%,,,-,
19,광주시 서구 농성동,"실사진, 내부깔끔, 모든업종가능, 에어컨有, 옥외주차, 단독층사용",374.96㎡/330.58㎡(전용률88%),3/3층,즉시입주,,서향(주된 출입구 기준),-,-,가능,8대,-/-,-,제2종 근린생활시설,-,1995.01.13,2515391524,"안녕하세요 :-)
공인중개사사무소 명백(明白) 입니다.
▨대표자 번호 : 010-4075-4000　김수민 공인중개사
─────── B U I L D I N G───────

▨ 모든업종가능, 추천매물, 도로접, 전면넓음, 접근성우수, 내부깔끔
*방3(홀1) / 화장실(욕실) 1 有
*무권리
─────────ＡＢＬＥ────────
*공인중개사사무소 명백(明白)
▨대표자 번호 : 010-4075-4000　김수민
상단에 광고중인 매물 외에도 매도(임대)인의 요청 등으로 광고하지 못한 다량에 매물을 보유중에 있습니다.

▨공인중개사사무소명백 / 김수민 대표공인중개사","공인중개사사무소명백길찾기
대표김수민등록번호
소재지
광주광역시 북구 설죽로171번길 7 2층 1호
전화062-521-4001,010-4075-4000
최근 3개월 집주인확인 120건
매매10전세0월세286단기0",최대 360만원(VAT 별도),일반상가3층,"월세5,000/350",35.1552128,126.8847274,,,,,,,,,,30만원,,,,,,,,,,
20,광주시 서구 농성동,트레비체단지상가 주변1천여세대거주 병의원추천 농성역세권 즉시입점,158.22㎡/69.66㎡(전용률44%),1/1층,즉시입주,없음,남서향(주된 출입구 기준),-,-,가능,26대,개별난방/전기,-,제2종 근린생활시설,-,2022.10.28,2519244059,방없음 상가내화장실1개,"명품SK공인중개사사무소길찾기
대표민희선등록번호
소재지
광주광역시 서구 상무대로1147번길 16 (농성동, 농성 SK VIEW Central),상가동 110호
전화010-6860-0926
최근 3개월 집주인확인 111건
매매104전세18월세10단기0","최대 402만 6,600원(VAT 별도)",단지내상가1층,"매매4억 4,740(935만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 2,058만 400원",,,,,,,,-/-,,,
21,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,171.74㎡/75.61㎡(전용률44%),1/2층,즉시입주 협의가능,,남동향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517293645,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 1층 / 실제 지상 2층
 
✅ 전용면적 : 23 PY/ 계약면적 : 52PY
✅ 매매가 : 7억2,400만원

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 1개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 651만 6,000원(VAT 별도)",일반상가1층,"매매7억 2,400(1,394만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 3,330만 4,000원",0원,,,,,,,-/-,,,
22,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,251.69㎡/110.81㎡(전용률44%),B1/2층,즉시입주 협의가능,,남동향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517294167,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 지하 1층 / 실제 지상 1층
 
✅ 전용면적 : 33.5PY/ 계약면적 : 76.1PY
✅ 매매가 : 13억4,000만원

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 1개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 1,206만원(VAT 별도)",일반상가 빌리브트레비체B1층,"매매13억 4,000(1,760만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 6,164만원",0원,,,,,,,-/-,,,
23,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,730㎡/321.42㎡(전용률44%),1/2층,즉시입주 협의가능,,남동향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517297668,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 1층 / 실제 지상 2층
 
✅ 전용면적 : 97 PY/ 계약면적 : 220PY
✅ 매매가 : 29억4천8백만원

✅ 분할가능(분할시 매매가 상담)

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 4개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 2,653만 2,000원(VAT 별도)",단지내상가 빌리브트레비체1층,"매매29억 4,800(1,335만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 1억 3,560만 8,000원",0원,,,,,,,-/-,,,
24,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,285.99㎡/125.92㎡(전용률44%),1/2층,즉시입주 협의가능,,남동향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517294907,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 1층 / 실제 지상 2층
 
✅ 전용면적 : 38 PY/ 계약면적 : 86.5PY
✅ 매매가 : 12억1천2백만원

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 1개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 1,090만 8,000원(VAT 별도)",일반상가1층,"매매12억 1,200(1,401만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 5,575만 2,000원",0원,,,,,,,-/-,,,
25,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,104.68㎡/46.09㎡(전용률44%),B1/2층,즉시입주 협의가능,,남동향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517295542,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 지하 1층 / 실제 지상 1층
 
✅ 전용면적 : 14PY/ 계약면적 : 31.61PY
✅ 매매가 : 3억9천9백만원

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 1개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 359만 1,000원(VAT 별도)",일반상가 빌리브트레비체B1층,"매매3억 9,900(1,260만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 1,835만 4,000원",0원,,,,,,,-/-,,,
